,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
12066,1036400200,20150429T000000,697000.0,4.0,1.75,1670,13125,1.0,0,0,5,8,1670,0,1973,0,98052,47.6315,-122.101,2360,12500
10928,2530800070,20140911T000000,711000.0,4.0,2.5,2095,4400,1.5,0,0,5,8,1295,800,1910,0,98116,47.5838,-122.39,1980,4400
1368,3905000340,20140724T000000,672000.0,4.0,2.5,2440,10049,2.0,0,0,4,9,2440,0,1989,0,98029,47.5744,-121.993,2820,8484
15744,2026059181,20141120T000000,560000.0,3.0,2.0,2090,15790,1.0,0,0,3,9,2090,0,1992,0,98034,47.7296,-122.199,1820,8770
10517,7229900885,20141103T000000,313000.0,3.0,1.0,1510,10369,1.0,0,0,4,7,1010,500,1968,0,98059,47.4808,-122.099,1510,16057
18718,2600140120,20140812T000000,946000.0,4.0,3.0,3140,9058,1.0,0,0,3,9,2140,1000,1989,0,98006,47.5462,-122.154,2760,10018
11613,6431000196,20140604T000000,519000.0,2.0,1.0,830,2820,1.0,0,0,4,7,830,0,1920,0,98103,47.68899999999999,-122.347,1460,3150
776,2612000390,20140615T000000,269950.0,3.0,2.5,1890,4838,2.0,0,0,3,8,1730,160,2002,0,98168,47.4802,-122.279,1910,7409
14529,5469502060,20141009T000000,400000.0,4.0,2.5,3140,12792,2.0,0,0,4,9,3140,0,1977,0,98042,47.3863,-122.156,2510,12792
2716,3276180140,20150424T000000,365000.0,3.0,1.75,1380,9134,1.0,0,0,5,7,880,500,1981,0,98056,47.5087,-122.193,1400,8190
13153,5316100220,20150319T000000,1250000.0,4.0,2.25,1830,7200,2.0,0,2,3,8,1750,80,1923,0,98112,47.6315,-122.282,3100,7200
904,2460700260,20150218T000000,300000.0,3.0,2.0,1480,6698,1.0,0,0,4,7,1080,400,1979,0,98058,47.4614,-122.168,1850,7348
16191,2767600920,20141027T000000,465000.0,2.0,1.0,730,2600,1.0,0,0,4,6,730,0,1918,0,98107,47.6751,-122.379,1480,3900
9956,723049307,20140708T000000,210000.0,3.0,1.0,1070,8179,1.0,0,0,3,6,1070,0,1949,0,98146,47.5015,-122.349,1050,8177
18986,3056700150,20140625T000000,200000.0,3.0,2.0,1190,6833,1.0,0,0,3,7,1190,0,1995,0,98092,47.3191,-122.18,1540,8000
4546,7201800300,20140909T000000,397500.0,3.0,1.75,1300,8480,1.0,0,0,3,7,1300,0,1969,0,98052,47.6991,-122.13,1740,7280
6155,236400130,20150123T000000,239975.0,3.0,2.5,1820,7242,1.0,0,0,3,7,1220,600,1959,0,98188,47.4318,-122.292,1350,8214
12200,1370804461,20150310T000000,565000.0,3.0,1.75,1130,5111,1.0,0,0,4,7,930,200,1942,0,98199,47.6379,-122.4,1360,4424
10199,7300200400,20141105T000000,682000.0,4.0,2.25,2450,34092,2.0,0,0,4,8,2450,0,1980,0,98075,47.5751,-122.049,2410,35378
15907,3575302880,20141110T000000,339300.0,3.0,2.0,970,10000,1.0,0,0,5,7,970,0,1972,0,98074,47.6205,-122.063,1230,7500
2831,8731951130,20140609T000000,250250.0,3.0,2.25,2210,8000,2.0,0,0,4,8,2210,0,1969,0,98023,47.3085,-122.381,1990,8000
12374,6746701090,20140619T000000,680000.0,6.0,2.0,1670,3000,1.0,0,0,5,7,900,770,1911,0,98105,47.6637,-122.316,1330,1099
414,1678400105,20150212T000000,339000.0,4.0,1.5,2390,7480,1.5,0,2,3,7,2390,0,1920,0,98178,47.504,-122.227,2850,6867
4947,8864000440,20140925T000000,225000.0,3.0,1.0,900,6099,1.0,0,0,3,6,790,110,1944,0,98168,47.4807,-122.289,1240,6099
13573,1251200155,20140911T000000,1000000.0,4.0,3.5,2990,4200,2.0,0,4,5,9,2000,990,1925,0,98144,47.593,-122.289,2390,4200
7497,5101404698,20141215T000000,365000.0,2.0,1.5,1200,6380,1.0,0,0,3,7,1200,0,1929,0,98115,47.697,-122.319,1290,6598
14247,316000145,20150325T000000,235000.0,4.0,1.0,1360,7132,1.5,0,0,3,6,1360,0,1941,0,98168,47.5054,-122.301,1280,7175
17267,3624039102,20141025T000000,450000.0,3.0,1.75,1740,6800,1.5,0,0,4,7,1740,0,1949,0,98126,47.5314,-122.373,990,6800
5465,3905081350,20150109T000000,560000.0,4.0,2.75,1950,6192,2.0,0,0,3,8,1950,0,1992,0,98029,47.5698,-121.999,2040,5441
3539,3541600405,20150127T000000,621500.0,5.0,2.5,2140,15950,1.0,0,2,4,8,1370,770,1968,0,98166,47.4797,-122.358,2600,14273
12478,3336000626,20150416T000000,498000.0,3.0,1.5,1720,6570,1.5,0,0,4,8,1720,0,1909,0,98118,47.5284,-122.265,1360,6000
8557,5253300437,20150319T000000,442500.0,4.0,2.5,2400,7092,2.0,0,0,3,7,2400,0,1997,0,98133,47.7522,-122.338,2350,8310
11892,9269200340,20150423T000000,432000.0,4.0,1.75,1970,5160,1.5,0,0,3,7,1970,0,1942,0,98126,47.534,-122.373,1230,4920
996,8856004730,20140917T000000,199950.0,2.0,2.75,1590,20917,1.5,0,0,3,5,1590,0,1920,0,98001,47.2786,-122.25,1310,6000
14436,2154900330,20140827T000000,234000.0,4.0,2.5,1820,8217,1.0,0,0,3,7,1120,700,1987,0,98001,47.263000000000005,-122.242,1310,8217
15546,123039626,20141022T000000,295000.0,3.0,2.25,1330,7200,1.0,0,0,3,7,900,430,1974,0,98146,47.5102,-122.364,1380,9570
3019,7454000110,20150127T000000,202000.0,2.0,1.0,670,7844,1.0,0,0,3,6,670,0,1942,0,98126,47.5165,-122.372,740,7218
6486,2817210420,20141114T000000,545000.0,4.0,3.0,3160,10948,1.0,0,3,3,8,1930,1230,1991,0,98070,47.3733,-122.422,2380,13623
9316,4123800180,20140827T000000,309000.0,3.0,2.5,1780,7859,2.0,0,0,3,7,1780,0,1988,0,98038,47.3772,-122.045,1670,6618
11914,3295900520,20141107T000000,429950.0,4.0,2.5,2320,4524,2.0,0,0,3,8,2320,0,2004,0,98059,47.4798,-122.136,2330,4524
8633,7100000035,20141212T000000,315000.0,2.0,1.0,860,8308,1.0,0,0,3,7,860,0,1948,0,98146,47.508,-122.378,1200,8308
16683,5113000420,20150320T000000,420000.0,4.0,2.75,2400,20000,1.0,0,0,3,8,1170,1230,1961,2015,98058,47.4556,-122.087,1690,20000
17727,1026069095,20140624T000000,839000.0,3.0,2.5,3200,203425,1.0,0,0,3,10,3200,0,2000,0,98077,47.7614,-122.015,3200,203425
18683,2423020090,20150424T000000,570000.0,3.0,1.75,1210,7350,1.0,0,0,3,7,1210,0,1977,0,98033,47.7,-122.172,1610,7313
7659,1461200040,20140714T000000,529000.0,3.0,2.5,3070,22098,2.0,0,0,3,9,3070,0,1995,0,98059,47.4724,-122.147,3070,21803
2816,3213200215,20150105T000000,600000.0,2.0,1.0,920,5029,1.0,0,0,4,7,920,0,1938,0,98115,47.6726,-122.265,1230,5029
21258,2424059163,20140709T000000,1240000.0,5.0,3.5,5430,10327,2.0,0,2,3,10,4010,1420,2007,0,98006,47.5476,-122.116,4340,10324
14889,8651442880,20140516T000000,205000.0,5.0,1.75,1730,5200,1.0,0,0,4,7,1050,680,1978,0,98042,47.3628,-122.089,1350,5200
9435,5420800090,20141117T000000,225000.0,3.0,2.5,1590,8449,2.0,0,0,3,7,1590,0,1989,0,98030,47.3493,-122.177,1750,7172
6072,7511000050,20150302T000000,1100000.0,5.0,2.75,2890,22547,1.0,0,0,4,10,2150,740,1963,0,98040,47.5476,-122.219,3010,17809
10446,1118000320,20150508T000000,3400000.0,4.0,4.0,4260,11765,2.0,0,0,3,11,3280,980,1939,2010,98112,47.638000000000005,-122.288,4260,10408
14466,7549801385,20140612T000000,280000.0,1.0,0.75,420,6720,1.0,0,0,3,5,420,0,1922,0,98108,47.552,-122.311,1420,6720
8374,1934800087,20140626T000000,446000.0,2.0,1.5,1370,1221,2.0,0,0,3,8,1080,290,2008,0,98122,47.6039,-122.307,1560,2081
9521,9828201745,20150504T000000,615000.0,2.0,1.5,880,2400,1.5,0,0,3,7,880,0,1929,0,98122,47.6144,-122.295,1220,4440
15809,8567450080,20150325T000000,545000.0,4.0,2.5,2755,11612,2.0,0,0,3,8,2755,0,2001,0,98019,47.7394,-121.965,2820,12831
9373,8100900115,20150206T000000,259000.0,3.0,1.75,1270,4815,1.5,0,0,3,6,980,290,1922,0,98108,47.5495,-122.31,1270,6431
20045,8856004786,20140729T000000,275000.0,3.0,2.5,2217,8019,2.0,0,0,3,7,2217,0,2009,0,98001,47.2776,-122.251,1470,8037
6087,7971300050,20140710T000000,657500.0,3.0,2.0,2320,10960,1.0,0,0,3,7,1510,810,1956,0,98005,47.6157,-122.174,2160,10960
1737,5402100045,20150311T000000,189950.0,4.0,2.0,1910,4225,1.0,0,0,4,6,910,1000,1919,0,98001,47.3084,-122.234,1060,4800
7161,1036450170,20150312T000000,660000.0,3.0,3.5,2740,3785,2.0,0,0,3,9,2190,550,2001,0,98034,47.7195,-122.182,2060,3457
21260,1776230190,20150408T000000,495000.0,4.0,3.5,3170,3858,2.0,0,0,3,8,2530,640,2008,0,98059,47.5049,-122.155,2640,3844
3934,1269200229,20140723T000000,1379900.0,3.0,3.25,3786,38038,1.0,1,4,3,9,1934,1852,1978,2006,98070,47.3907,-122.448,2850,33361
19798,255450340,20140827T000000,387865.0,3.0,2.5,2370,4200,2.0,0,0,3,8,2370,0,2014,0,98038,47.3696,-122.018,2370,4200
14283,1788800610,20140902T000000,105000.0,3.0,1.0,840,8400,1.0,0,0,3,6,840,0,1959,0,98023,47.3277,-122.343,840,9450
16724,1036100130,20140808T000000,442000.0,3.0,2.5,1980,39932,2.0,0,0,3,8,1980,0,1994,0,98011,47.7433,-122.196,2610,12769
12728,9828701085,20141003T000000,747000.0,3.0,1.75,2560,4800,1.0,0,0,3,7,1280,1280,1911,0,98112,47.6207,-122.295,1620,4800
12456,993001342,20140808T000000,397500.0,3.0,2.25,1430,1383,3.0,0,0,3,8,1430,0,2005,0,98103,47.6917,-122.341,1430,1347
530,1545807610,20150429T000000,270500.0,3.0,2.5,1780,7848,1.0,0,0,3,7,1320,460,1978,0,98038,47.3608,-122.056,1680,7848
2304,3034200885,20141208T000000,290000.0,2.0,1.0,1340,9840,1.0,0,0,3,7,1340,0,1949,0,98133,47.7202,-122.339,1610,8949
21153,2419700080,20150505T000000,915000.0,4.0,2.5,2910,4356,3.0,0,0,3,8,2910,0,2010,0,98034,47.6705,-122.146,2840,4181
21276,6306800080,20140806T000000,378950.0,4.0,2.5,1867,15314,2.0,0,0,3,9,1867,0,2013,0,98030,47.3524,-122.198,2616,8048
11150,8807300570,20141229T000000,399950.0,3.0,1.0,1040,9600,1.0,0,0,3,7,1040,0,1978,0,98053,47.6738,-122.063,1370,10889
11780,6163901352,20141021T000000,289950.0,3.0,1.0,1090,8280,1.0,0,0,3,6,1090,0,1947,2006,98155,47.7562,-122.318,1060,7609
5663,1310000130,20140924T000000,315000.0,4.0,2.0,2020,7767,1.0,0,0,3,8,2020,0,1995,0,98003,47.3391,-122.309,1940,8239
18819,1066600090,20140905T000000,519000.0,5.0,2.75,2620,8861,1.0,0,0,5,8,1350,1270,1979,0,98056,47.5226,-122.183,1940,10800
3623,2767602141,20140905T000000,525000.0,3.0,1.5,1380,4290,1.0,0,0,3,7,1080,300,1955,0,98107,47.674,-122.379,1510,3900
16883,4233400280,20140822T000000,264950.0,4.0,2.5,1990,9656,2.0,0,0,3,7,1990,0,1994,0,98010,47.3125,-121.998,1500,9656
17325,8722101100,20150319T000000,739000.0,3.0,1.75,2050,5160,1.5,0,0,4,8,1300,750,1926,0,98112,47.6374,-122.304,2220,5960
19389,2998300146,20140617T000000,936000.0,3.0,1.75,2960,12420,1.0,0,2,4,8,1480,1480,1952,0,98116,47.5739,-122.406,2700,9106
3654,6700390100,20150318T000000,245000.0,3.0,2.5,1770,6187,2.0,0,0,3,7,1770,0,1992,0,98031,47.4034,-122.189,1650,7200
6523,8661000089,20140716T000000,199950.0,3.0,2.75,2270,13590,1.5,0,0,4,6,1300,970,1948,0,98022,47.2099,-122.001,1160,13545
17744,9358400150,20150206T000000,635000.0,5.0,3.5,4150,13232,2.0,0,0,3,11,4150,0,2006,0,98003,47.3417,-122.182,3840,15121
21413,1853080790,20141215T000000,869950.0,4.0,2.75,3140,7928,2.0,0,0,3,9,3140,0,2013,0,98074,47.5923,-122.058,3500,7055
877,6204400270,20141125T000000,390000.0,3.0,2.0,1910,11576,1.0,0,0,3,7,1410,500,1978,0,98011,47.7356,-122.198,2040,8750
7853,1822300040,20140507T000000,420000.0,2.0,1.5,1040,3500,1.5,0,0,4,6,1040,0,1904,0,98144,47.588,-122.304,1340,1213
8597,6730700385,20141022T000000,205000.0,3.0,0.75,770,7000,1.0,0,0,3,4,770,0,1942,0,98024,47.5661,-121.887,950,10500
15244,3142600130,20140617T000000,667500.0,3.0,2.0,1880,3800,1.0,0,0,5,7,1030,850,1927,0,98115,47.6841,-122.309,1700,3800
6456,1337800284,20140827T000000,950000.0,3.0,2.0,2250,2975,2.0,0,0,4,9,1880,370,1905,0,98112,47.6289,-122.309,2690,4800
11663,3860900111,20141202T000000,695000.0,5.0,1.75,1790,9335,2.0,0,0,5,8,1790,0,1952,0,98004,47.5945,-122.201,1840,9612
11252,6600400370,20140910T000000,215000.0,3.0,1.0,1190,7500,1.0,0,0,5,7,1190,0,1968,0,98042,47.3248,-122.142,1200,9750
4248,9526600090,20150424T000000,750000.0,4.0,2.5,2680,4548,2.0,0,0,3,8,2680,0,2009,0,98052,47.7073,-122.114,2750,4548
15143,7888400500,20150508T000000,285000.0,5.0,1.5,1840,8050,1.5,0,0,4,7,1840,0,1962,0,98198,47.3668,-122.312,1690,8151
722,2225059214,20140808T000000,1578000.0,4.0,3.25,4670,51836,2.0,0,0,4,12,4670,0,1988,0,98005,47.635,-122.164,4230,41075
442,3179100435,20140715T000000,641000.0,2.0,1.0,1420,5332,1.0,0,0,3,8,1070,350,1953,0,98105,47.6694,-122.275,2400,5406
3689,1231001110,20140722T000000,380000.0,3.0,1.0,920,3532,1.0,0,0,3,6,920,0,1910,0,98118,47.5539,-122.268,1250,4000
8722,3333500096,20150305T000000,625000.0,4.0,3.0,2350,5627,1.0,0,0,5,8,1490,860,1960,0,98118,47.5514,-122.268,2020,5627
11096,2881700046,20140610T000000,310000.0,4.0,1.0,1740,11075,1.5,0,0,3,7,1740,0,1965,0,98133,47.7458,-122.334,1580,7684
15192,3625059109,20140508T000000,1051000.0,4.0,3.0,2920,33976,1.0,0,3,5,8,1460,1460,1964,0,98008,47.6164,-122.104,2970,15210
17247,9510310280,20140709T000000,696000.0,4.0,3.5,3650,38546,2.0,0,0,3,9,2550,1100,1996,0,98045,47.4776,-121.73,2860,34284
5492,7575610170,20150423T000000,200000.0,4.0,2.75,2210,13235,2.0,0,0,3,8,1730,480,1988,0,98003,47.3541,-122.303,1750,7542
16928,3410600080,20140709T000000,734950.0,4.0,3.25,4280,47179,2.0,0,0,3,10,3050,1230,2002,0,98092,47.3017,-122.127,2820,43401
19241,3876311490,20140724T000000,580000.0,4.0,2.75,3210,6825,1.0,0,0,5,7,1810,1400,1975,0,98034,47.7338,-122.169,1840,8000
2572,1626079012,20150225T000000,439950.0,3.0,1.75,1720,223377,1.0,0,0,3,7,1240,480,1950,0,98019,47.7329,-121.92,2530,221442
8959,2570500230,20140529T000000,400000.0,5.0,2.0,1930,9747,1.0,0,0,4,7,1020,910,1962,0,98028,47.7743,-122.235,2040,9370
15268,1862400471,20140820T000000,392500.0,3.0,3.25,1600,1289,3.0,0,0,3,8,1600,0,1998,0,98117,47.6957,-122.375,1600,1376
12998,4221250120,20140827T000000,565000.0,4.0,2.5,2280,4602,2.0,0,0,3,8,2280,0,2003,0,98075,47.5895,-122.019,2280,4193
301,3260800030,20140811T000000,335000.0,3.0,2.5,2440,7632,2.0,0,0,3,8,2440,0,1998,0,98003,47.3494,-122.301,2510,7903
3929,1755700090,20140801T000000,405000.0,3.0,2.25,1590,7267,1.0,0,0,4,7,1100,490,1976,0,98133,47.7457,-122.332,2060,8336
20335,4253400098,20150501T000000,405000.0,2.0,3.0,1160,1073,2.0,0,0,3,7,880,280,2007,0,98144,47.5788,-122.315,1250,4812
9253,853600150,20140524T000000,1680000.0,4.0,4.25,5584,68257,2.0,0,0,3,11,5584,0,1998,0,98014,47.6113,-121.952,5030,101901
3644,2813100100,20140714T000000,600000.0,4.0,1.5,1770,6014,1.5,0,0,4,7,1240,530,1946,0,98116,47.5773,-122.393,1740,6014
17042,6648000050,20140624T000000,360000.0,3.0,1.75,1500,7200,1.0,0,0,3,7,1500,0,1957,0,98133,47.7748,-122.337,1650,7392
13142,3832710450,20141119T000000,262500.0,4.0,2.75,1500,7036,1.0,0,0,3,7,1060,440,1979,0,98032,47.3665,-122.276,1620,7200
21134,3831250130,20140825T000000,370000.0,3.0,2.5,2313,5700,2.0,0,0,3,9,2313,0,2011,0,98030,47.3572,-122.202,2323,5701
20292,5498100010,20150324T000000,425000.0,4.0,2.5,1940,4517,1.0,0,0,3,8,1190,750,2010,0,98028,47.776,-122.26,1910,10410
10216,1357900060,20140610T000000,515000.0,3.0,2.5,1800,5001,2.0,0,0,3,7,1800,0,1996,0,98034,47.7126,-122.231,2106,5618
8313,7100000120,20140818T000000,474900.0,3.0,1.0,1630,8308,1.5,0,0,3,7,1630,0,1948,0,98146,47.5075,-122.378,1170,8308
12912,3422059257,20140828T000000,326000.0,5.0,2.75,2166,6342,2.0,0,0,3,8,2166,0,2013,0,98042,47.3461,-122.152,2474,5948
11921,1931300955,20141126T000000,525000.0,1.0,1.0,830,3200,1.0,0,0,3,7,830,0,1924,0,98103,47.6557,-122.348,1350,2512
15258,1732800780,20150212T000000,3065000.0,5.0,3.0,4150,7500,2.5,0,4,5,11,3510,640,1909,0,98119,47.6303,-122.362,2250,4050
1600,1531000140,20140701T000000,650000.0,4.0,2.5,3350,46748,2.0,0,0,3,10,3350,0,2004,0,98010,47.3432,-122.025,3350,39683
19444,582000644,20150501T000000,872500.0,4.0,2.0,1990,6000,1.0,0,0,3,9,1260,730,1956,2015,98199,47.6515,-122.397,1770,6000
10839,3751601171,20141007T000000,229500.0,3.0,1.5,1810,14400,1.0,0,0,4,7,1810,0,1954,0,98001,47.2887,-122.269,1710,12000
1027,2224700136,20150122T000000,315000.0,4.0,1.0,1300,8400,1.5,0,0,4,7,1300,0,1953,0,98133,47.7612,-122.332,1330,8400
17846,5605000215,20150225T000000,700000.0,4.0,1.0,1470,5450,1.5,0,0,3,7,1470,0,1918,0,98112,47.6458,-122.306,2160,5450
17851,6791200120,20140923T000000,480000.0,3.0,2.25,1820,13362,1.0,0,0,3,8,1220,600,1977,0,98075,47.5898,-122.052,2050,15000
1646,5469501940,20140604T000000,340000.0,3.0,1.75,2190,12626,2.0,0,0,4,8,2190,0,1978,0,98042,47.3845,-122.154,3110,14592
16441,4340000010,20141030T000000,1220000.0,3.0,2.25,2640,7544,1.0,0,0,3,10,2640,0,1995,0,98004,47.6224,-122.195,2650,7904
3268,5603700025,20141007T000000,732000.0,4.0,1.75,2360,11300,1.0,0,0,4,9,2360,0,1974,0,98006,47.5728,-122.163,2290,11951
11946,1775800860,20150428T000000,469500.0,3.0,2.25,1850,12000,1.0,0,0,4,7,1300,550,1977,0,98072,47.7408,-122.101,1580,12616
9610,993000100,20150410T000000,760000.0,6.0,3.75,3810,6150,2.0,0,0,4,8,3810,0,1977,0,98103,47.694,-122.34,1830,5125
17709,3271300365,20150407T000000,1080000.0,3.0,2.75,2770,5800,1.0,0,0,4,8,1650,1120,1959,0,98199,47.6496,-122.413,2340,5800
10180,5201000030,20150323T000000,597000.0,4.0,2.5,2370,41338,2.0,0,0,3,8,2370,0,1995,0,98077,47.7379,-122.052,2340,46661
13655,3599600150,20140904T000000,201000.0,3.0,1.0,1220,22443,1.0,0,0,4,7,1220,0,1972,0,98001,47.2633,-122.245,1260,19950
1316,203600140,20150324T000000,595000.0,3.0,2.75,2150,31238,2.0,0,0,3,9,2150,0,1996,0,98014,47.6596,-121.96,2650,38307
19327,2771604190,20140617T000000,824000.0,7.0,4.25,3670,4000,2.0,0,1,3,8,2800,870,1964,0,98199,47.6375,-122.388,2010,4000
18004,1438700040,20140825T000000,1321620.0,5.0,2.75,2410,19447,2.0,0,2,3,10,2290,120,1968,0,98040,47.5549,-122.211,2980,19447
9162,9429500146,20140714T000000,580000.0,3.0,2.5,3200,18750,1.0,0,0,2,9,2660,540,1967,1996,98027,47.5717,-122.12,3200,22475
1540,5253300397,20150409T000000,415000.0,3.0,1.5,1510,16800,1.0,0,0,5,8,1510,0,1956,0,98133,47.751000000000005,-122.338,1560,7276
10969,3271300955,20140703T000000,554729.0,4.0,2.5,2020,4350,2.0,0,0,5,9,1730,290,1943,0,98199,47.6503,-122.41,1620,5800
12718,7880010150,20140623T000000,780000.0,4.0,3.5,3910,59863,2.0,0,0,4,10,2490,1420,1987,0,98027,47.4846,-122.067,2830,37674
13697,3343301490,20140909T000000,818500.0,5.0,3.5,4790,12957,2.0,0,1,3,9,3110,1680,2005,0,98006,47.5469,-122.194,2620,13538
3146,7893206095,20140716T000000,181100.0,4.0,1.75,1850,7500,1.0,0,0,3,7,1850,0,1954,0,98198,47.4217,-122.333,1460,7500
21284,9521100029,20140716T000000,716000.0,3.0,3.0,1660,1849,3.0,0,0,3,9,1660,0,2013,0,98103,47.6649,-122.353,1660,3300
15397,7195800009,20141210T000000,325000.0,6.0,3.0,2650,12870,1.0,0,0,4,7,2650,0,1977,0,98022,47.2069,-121.989,1450,8668
16833,9278200095,20141217T000000,465000.0,3.0,1.5,900,8690,1.5,0,0,5,6,900,0,1941,0,98116,47.5751,-122.393,1000,6150
11797,4039300140,20140625T000000,530000.0,5.0,2.25,2140,7910,1.0,0,0,3,7,1070,1070,1962,0,98007,47.6071,-122.137,1680,8700
18743,8902000175,20140620T000000,489000.0,4.0,2.0,2120,11479,1.0,0,0,4,7,1060,1060,1940,0,98125,47.7084,-122.303,1540,11000
17189,5450900010,20140821T000000,993500.0,4.0,2.25,4070,23321,2.0,0,0,4,10,4070,0,1968,0,98040,47.5563,-122.219,2820,10871
21183,5528600005,20150327T000000,272167.0,2.0,2.5,1620,3795,2.0,0,0,3,7,1620,0,2014,0,98027,47.5321,-122.034,1620,6000
21171,200480020,20140710T000000,770000.0,5.0,2.5,3000,7912,1.0,0,0,3,9,1610,1390,2007,0,98033,47.6765,-122.175,2700,7205
14570,8122100905,20140624T000000,395000.0,4.0,1.75,1540,5120,1.0,0,0,5,6,770,770,1943,0,98126,47.5359,-122.372,1080,5120
8279,3438500781,20140812T000000,330000.0,6.0,3.25,2120,6893,1.0,0,0,4,7,1060,1060,1983,0,98106,47.5508,-122.355,1380,6986
7646,2520069100,20141016T000000,275000.0,4.0,2.0,1960,30480,1.0,0,2,4,7,1060,900,1972,0,98022,47.1924,-121.988,1460,8914
20496,2428100100,20141117T000000,847093.0,4.0,2.75,2760,5670,2.0,0,0,3,10,2760,0,2014,0,98075,47.5819,-122.047,2760,6600
1491,952003435,20140826T000000,420000.0,2.0,1.0,820,4025,1.0,0,2,5,6,820,0,1922,0,98126,47.5649,-122.38,1410,5750
8927,114100304,20141203T000000,515000.0,4.0,2.5,2800,21370,2.0,0,0,3,8,2800,0,2003,0,98028,47.776,-122.246,1880,9336
15602,4191500130,20140728T000000,687500.0,5.0,2.75,3320,10500,1.0,0,0,4,7,2020,1300,1963,0,98033,47.692,-122.166,1840,10425
16351,6132600221,20140519T000000,367000.0,2.0,1.0,700,2334,1.0,0,0,3,7,700,0,1945,0,98117,47.701,-122.39,2300,5000
8187,7436000205,20140919T000000,665000.0,3.0,1.0,1260,24550,1.5,0,2,4,7,1260,0,1937,0,98136,47.5442,-122.396,2500,12320
8147,9422400035,20140912T000000,477500.0,2.0,2.0,2090,6000,2.0,0,1,3,7,2090,0,1918,1985,98116,47.5732,-122.413,1600,5400
3145,9274201807,20140820T000000,580000.0,3.0,2.5,1590,1937,2.5,0,0,3,8,1590,0,2004,0,98116,47.5903,-122.388,1620,2022
15927,4037700285,20140731T000000,415000.0,3.0,1.0,1300,7975,1.0,0,0,4,7,1300,0,1958,0,98008,47.611,-122.122,1570,9075
8286,4358700141,20150427T000000,480000.0,4.0,1.75,1840,9250,1.0,0,0,4,7,980,860,1956,0,98133,47.708,-122.337,1520,9250
8483,3491300082,20150127T000000,799990.0,4.0,3.5,2540,5808,2.0,0,0,5,8,1820,720,1910,1986,98117,47.6857,-122.376,1520,5461
13952,3751606606,20140717T000000,262500.0,3.0,1.75,2259,26831,1.5,0,3,5,7,1491,768,1908,0,98001,47.2741,-122.266,1980,15794
9945,2225059336,20141006T000000,1150000.0,6.0,3.75,4090,49542,2.0,0,0,3,9,3100,990,1984,0,98005,47.6408,-122.153,2980,43357
10558,4073200575,20141201T000000,460000.0,2.0,1.0,1430,12092,1.0,0,0,4,7,1430,0,1938,0,98125,47.7023,-122.276,2320,10800
10053,2592400400,20141014T000000,370000.0,3.0,1.75,1160,8774,1.0,0,0,3,7,1160,0,1972,0,98034,47.7159,-122.165,1990,7908
16184,1925059073,20141010T000000,1300000.0,5.0,1.75,2130,19180,1.0,0,0,3,8,1500,630,1968,0,98004,47.638000000000005,-122.213,3650,19180
15243,7228500415,20140826T000000,480000.0,4.0,2.25,2520,2370,2.0,0,0,3,8,1690,830,1908,0,98122,47.6109,-122.303,1530,2370
3421,638100015,20150312T000000,445000.0,3.0,2.0,1540,67953,1.0,0,0,3,7,1540,0,1997,0,98059,47.5018,-122.126,1250,9100
7163,4354700010,20150421T000000,482500.0,3.0,2.0,1330,6490,1.0,0,0,4,7,1330,0,1954,0,98125,47.7181,-122.308,1580,7202
11043,8562740370,20150325T000000,751000.0,4.0,2.5,2790,6538,2.0,0,0,3,9,2790,0,2003,0,98027,47.5349,-122.066,2990,6538
9852,9560800310,20141009T000000,565000.0,4.0,2.5,2280,9725,2.0,0,0,3,8,2280,0,1986,0,98072,47.7568,-122.141,2140,8780
5595,3905030480,20140617T000000,536000.0,4.0,2.25,1990,5948,2.0,0,0,3,8,1990,0,1991,0,98029,47.5712,-121.995,2150,6459
12111,2310100240,20141218T000000,315000.0,3.0,2.5,2240,6097,2.0,0,0,3,8,2240,0,2002,0,98038,47.3503,-122.042,2240,5574
7415,5017000470,20140710T000000,1975000.0,6.0,4.5,4800,9097,2.0,0,0,3,10,3580,1220,2007,0,98112,47.6259,-122.291,2180,6037
4334,5249805090,20150407T000000,705000.0,4.0,1.5,1780,3120,1.5,0,3,3,8,1780,0,1926,0,98118,47.5589,-122.264,1710,3600
19698,9268850860,20150505T000000,715000.0,5.0,3.25,2710,2356,2.0,0,0,3,8,2230,480,2013,0,98027,47.5394,-122.028,2160,2108
3055,2652500015,20140610T000000,800000.0,3.0,2.25,1620,4500,2.0,0,0,4,8,1620,0,1926,0,98119,47.643,-122.361,1210,4320
12029,7974200765,20140902T000000,485000.0,3.0,1.0,1020,6120,1.0,0,0,3,7,1020,0,1941,0,98115,47.6787,-122.285,2370,6695
14230,3325059177,20141105T000000,850000.0,5.0,2.5,2800,11325,1.0,0,0,4,8,1400,1400,1970,0,98005,47.6166,-122.172,2510,13700
15790,1311800130,20150123T000000,162500.0,3.0,1.5,1390,7417,1.0,0,0,3,7,1390,0,1967,0,98001,47.3369,-122.275,1390,7665
21188,3629700020,20150415T000000,646800.0,3.0,3.0,2230,1407,2.5,0,0,3,8,1850,380,2014,0,98027,47.5446,-122.017,2230,1407
